fid,inode,dev,ftype,op,gp,tp,numoflinks,uid,size,ctime,mtime,name,abspath
883,2228598,112,-,6,4,4,1,0,18720,1580945625.560854,1523909660.0,libmemusage.so,/lib/x86_64-linux-gnu/libmemusage.so
884,2228647,112,-,6,4,4,1,0,536648,1580945625.618854,1573830076.0,libsystemd.so.0.21.0,/lib/x86_64-linux-gnu/libsystemd.so.0.21.0
885,2228611,112,-,6,4,4,1,0,26936,1580945625.574854,1523909660.0,libnss_dns-2.27.so,/lib/x86_64-linux-gnu/libnss_dns-2.27.so
886,3146001,112,-,6,4,4,1,0,294632,1581368668.2530808,1494878423.0,libreadline.so.7.0,/lib/x86_64-linux-gnu/libreadline.so.7.0
887,3145998,112,l,7,7,7,1,0,17,1581368668.249081,1494878423.0,libhistory.so.7,/lib/x86_64-linux-gnu/libhistory.so.7
888,3146000,112,l,7,7,7,1,0,18,1581368668.2500808,1494878423.0,libreadline.so.7,/lib/x86_64-linux-gnu/libreadline.so.7
889,3145996,112,l,7,7,7,1,0,17,1581368668.2480807,1568138744.0,libexpat.so.1,/lib/x86_64-linux-gnu/libexpat.so.1
890,3145999,112,-,6,4,4,1,0,39200,1581368668.2500808,1494878423.0,libhistory.so.7.0,/lib/x86_64-linux-gnu/libhistory.so.7.0
891,3145997,112,-,6,4,4,1,0,202880,1581368668.249081,1568138744.0,libexpat.so.1.6.7,/lib/x86_64-linux-gnu/libexpat.so.1.6.7
892,2228674,112,-,6,4,4,1,0,14488,1580945625.640854,1551277610.0,pam_lastlog.so,/lib/x86_64-linux-gnu/security/pam_lastlog.so
893,2228686,112,-,6,4,4,1,0,6136,1580945625.641854,1551277610.0,pam_rhosts.so,/lib/x86_64-linux-gnu/security/pam_rhosts.so
894,2228682,112,-,6,4,4,1,0,39648,1580945625.641854,1551277610.0,pam_namespace.so,/lib/x86_64-linux-gnu/security/pam_namespace.so
895,2228687,112,-,6,4,4,1,0,10304,1580945625.642854,1551277610.0,pam_rootok.so,/lib/x86_64-linux-gnu/security/pam_rootok.so
896,2228684,112,-,6,4,4,1,0,6104,1580945625.641854,1551277610.0,pam_permit.so,/lib/x86_64-linux-gnu/security/pam_permit.so
897,2228695,112,-,6,4,4,1,0,14512,1580945625.644854,1551277610.0,pam_tally2.so,/lib/x86_64-linux-gnu/security/pam_tally2.so
898,2228667,112,-,6,4,4,1,0,60304,1580945625.631854,1551277610.0,pam_extrausers.so,/lib/x86_64-linux-gnu/security/pam_extrausers.so
899,2228700,112,-,6,4,4,1,0,60272,1580945625.645854,1551277610.0,pam_unix.so,/lib/x86_64-linux-gnu/security/pam_unix.so
900,2228683,112,-,6,4,4,1,0,10264,1580945625.641854,1551277610.0,pam_nologin.so,/lib/x86_64-linux-gnu/security/pam_nologin.so
901,2228691,112,-,6,4,4,1,0,6152,1580945625.643854,1551277610.0,pam_shells.so,/lib/x86_64-linux-gnu/security/pam_shells.so
902,2228670,112,-,6,4,4,1,0,10248,1580945625.631854,1551277610.0,pam_ftp.so,/lib/x86_64-linux-gnu/security/pam_ftp.so
903,2228672,112,-,6,4,4,1,0,10384,1580945625.633854,1551277610.0,pam_issue.so,/lib/x86_64-linux-gnu/security/pam_issue.so
904,2228661,112,-,6,4,4,1,0,18608,1580945625.629854,1551277610.0,pam_access.so,/lib/x86_64-linux-gnu/security/pam_access.so
905,2228688,112,-,6,4,4,1,0,10304,1580945625.642854,1551277610.0,pam_securetty.so,/lib/x86_64-linux-gnu/security/pam_securetty.so
906,2228669,112,-,6,4,4,1,0,14512,1580945625.631854,1551277610.0,pam_filter.so,/lib/x86_64-linux-gnu/security/pam_filter.so
907,2228665,112,-,6,4,4,1,0,14464,1580945625.630854,1551277610.0,pam_env.so,/lib/x86_64-linux-gnu/security/pam_env.so
908,2228678,112,-,6,4,4,1,0,10336,1580945625.641854,1551277610.0,pam_loginuid.so,/lib/x86_64-linux-gnu/security/pam_loginuid.so
909,2228685,112,-,6,4,4,1,0,14600,1580945625.641854,1551277610.0,pam_pwhistory.so,/lib/x86_64-linux-gnu/security/pam_pwhistory.so
910,2228662,112,-,6,4,4,1,0,10304,1580945625.630854,1551277610.0,pam_debug.so,/lib/x86_64-linux-gnu/security/pam_debug.so
911,2228703,112,-,6,4,4,1,0,10256,1580945625.646854,1551277610.0,pam_wheel.so,/lib/x86_64-linux-gnu/security/pam_wheel.so
912,2228694,112,-,6,4,4,1,0,14472,1580945625.644854,1551277610.0,pam_tally.so,/lib/x86_64-linux-gnu/security/pam_tally.so
913,2228704,112,-,6,4,4,1,0,18848,1580945625.646854,1551277610.0,pam_xauth.so,/lib/x86_64-linux-gnu/security/pam_xauth.so
914,2228690,112,-,6,4,4,1,0,14560,1580945625.643854,1551277610.0,pam_sepermit.so,/lib/x86_64-linux-gnu/security/pam_sepermit.so
915,2228696,112,-,6,4,4,1,0,14512,1580945625.644854,1551277610.0,pam_time.so,/lib/x86_64-linux-gnu/security/pam_time.so
916,2228673,112,-,6,4,4,1,0,10280,1580945625.640854,1551277610.0,pam_keyinit.so,/lib/x86_64-linux-gnu/security/pam_keyinit.so
917,2228671,112,-,6,4,4,1,0,14544,1580945625.632854,1551277610.0,pam_group.so,/lib/x86_64-linux-gnu/security/pam_group.so
918,2228666,112,-,6,4,4,1,0,14656,1580945625.631854,1551277610.0,pam_exec.so,/lib/x86_64-linux-gnu/security/pam_exec.so
919,2228701,112,-,6,4,4,1,0,14448,1580945625.645854,1551277610.0,pam_userdb.so,/lib/x86_64-linux-gnu/security/pam_userdb.so
920,2228663,112,-,6,4,4,1,0,5776,1580945625.630854,1551277610.0,pam_deny.so,/lib/x86_64-linux-gnu/security/pam_deny.so
921,2228692,112,-,6,4,4,1,0,14384,1580945625.643854,1551277610.0,pam_stress.so,/lib/x86_64-linux-gnu/security/pam_stress.so
922,2228697,112,-,6,4,4,1,0,18752,1580945625.644854,1551277610.0,pam_timestamp.so,/lib/x86_64-linux-gnu/security/pam_timestamp.so
923,2228699,112,-,6,4,4,1,0,10376,1580945625.644854,1551277610.0,pam_umask.so,/lib/x86_64-linux-gnu/security/pam_umask.so
924,2228679,112,-,6,4,4,1,0,10312,1580945625.641854,1551277610.0,pam_mail.so,/lib/x86_64-linux-gnu/security/pam_mail.so
925,2228680,112,-,6,4,4,1,0,10304,1580945625.641854,1551277610.0,pam_mkhomedir.so,/lib/x86_64-linux-gnu/security/pam_mkhomedir.so
926,2228677,112,-,6,4,4,1,0,10240,1580945625.640854,1551277610.0,pam_localuser.so,/lib/x86_64-linux-gnu/security/pam_localuser.so
927,2228698,112,-,6,4,4,1,0,10304,1580945625.644854,1551277610.0,pam_tty_audit.so,/lib/x86_64-linux-gnu/security/pam_tty_audit.so
928,2228676,112,-,6,4,4,1,0,10312,1580945625.640854,1551277610.0,pam_listfile.so,/lib/x86_64-linux-gnu/security/pam_listfile.so
929,2228689,112,-,6,4,4,1,0,18736,1580945625.643854,1551277610.0,pam_selinux.so,/lib/x86_64-linux-gnu/security/pam_selinux.so
930,2228675,112,-,6,4,4,1,0,22872,1580945625.640854,1551277610.0,pam_limits.so,/lib/x86_64-linux-gnu/security/pam_limits.so
931,2228693,112,-,6,4,4,1,0,14424,1580945625.643854,1551277610.0,pam_succeed_if.so,/lib/x86_64-linux-gnu/security/pam_succeed_if.so
932,2228702,112,-,6,4,4,1,0,6104,1580945625.645854,1551277610.0,pam_warn.so,/lib/x86_64-linux-gnu/security/pam_warn.so
933,2228664,112,-,6,4,4,1,0,10272,1580945625.630854,1551277610.0,pam_echo.so,/lib/x86_64-linux-gnu/security/pam_echo.so
934,2228668,112,-,6,4,4,1,0,10312,1580945625.631854,1551277610.0,pam_faildelay.so,/lib/x86_64-linux-gnu/security/pam_faildelay.so
935,2228681,112,-,6,4,4,1,0,10336,1580945625.641854,1551277610.0,pam_motd.so,/lib/x86_64-linux-gnu/security/pam_motd.so
936,1819049,115,l,7,7,7,1,0,13,1587739667.917507,1587739667.917507,fd,/dev/fd
937,1819040,119,d,7,7,7,2,0,40,1587739667.916507,1587739667.916507,shm,/dev/shm
938,1820041,113,d,7,7,7,2,0,40,1587739667.0,1587739667.0,mqueue,/dev/mqueue
939,1,116,d,7,5,5,2,0,0,1587739667.905507,1587739667.905507,pts,/dev/pts
940,3,116,c,6,2,0,1,0,0,1587739668.541507,1587739668.490507,console,/dev/console
941,1819053,115,l,7,7,7,1,0,11,1587739667.918507,1587739667.918507,core,/dev/core
942,1819052,115,l,7,7,7,1,0,15,1587739667.917507,1587739667.917507,stderr,/dev/stderr
943,1819051,115,l,7,7,7,1,0,15,1587739667.917507,1587739667.917507,stdout,/dev/stdout
944,1819050,115,l,7,7,7,1,0,15,1587739667.917507,1587739667.917507,stdin,/dev/stdin
945,1819048,115,l,7,7,7,1,0,8,1587739667.917507,1587739667.917507,ptmx,/dev/ptmx
946,1819047,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,urandom,/dev/urandom
947,1819046,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,zero,/dev/zero
948,1819045,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,tty,/dev/tty
949,1819044,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,full,/dev/full
950,1819043,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,random,/dev/random
951,1819042,115,c,6,6,6,1,0,0,1587739667.917507,1587739667.917507,null,/dev/null
952,4,116,c,6,2,0,1,0,0,1587748580.559991,1587748580.542991,1,/dev/pts/1
953,3,116,c,6,2,0,1,0,0,1587739668.541507,1587739668.490507,0,/dev/pts/0
954,2,116,c,6,6,6,1,0,0,1587739667.905507,1587739667.905507,ptmx,/dev/pts/ptmx
955,2228715,112,d,7,7,7,2,0,4096,1580945626.429241,1578863392.0,lock,/run/lock
956,2228716,112,d,7,5,5,2,0,4096,1580945626.429241,1578863392.0,mount,/run/mount
957,2359848,112,d,7,5,5,2,0,4096,1580945626.774241,1579137633.0,systemd,/run/systemd
958,2228718,112,-,6,6,4,1,0,0,1580945625.648854,1578863392.0,utmp,/run/utmp
959,2228717,112,-,6,4,4,1,0,0,1580945625.647854,1578863392.0,utab,/run/mount/utab
960,2359849,112,-,6,4,4,1,0,7,1580945626.774241,1579137633.0,container,/run/systemd/container
961,3148882,112,d,7,5,5,1,0,4096,1581368668.8570807,1578863392.0,local,/usr/local
962,3146320,112,d,7,5,5,1,0,4096,1581368668.8560808,1581368666.0,bin,/usr/bin
963,3147469,112,d,7,5,5,1,0,4096,1581368668.8560808,1581368666.0,lib,/usr/lib
964,2229006,112,d,7,5,5,2,0,4096,1580945626.429241,1524558862.0,games,/usr/games
965,2359313,112,d,7,5,5,2,0,4096,1580945626.431241,1524558862.0,src,/usr/src
966,3148886,112,d,7,5,5,1,0,4096,1581368668.8570807,1581368665.0,sbin,/usr/sbin
967,3148888,112,d,7,5,5,1,0,4096,1581368668.8570807,1581368666.0,share,/usr/share
968,2229007,112,d,7,5,5,2,0,4096,1580945626.429241,1524558862.0,include,/usr/include
969,2230014,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,bin,/usr/local/bin
970,3148883,112,d,7,5,5,1,0,4096,1581368668.8570807,1581368664.0,lib,/usr/local/lib
971,2230016,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,games,/usr/local/games
972,2230019,112,l,7,7,7,1,0,9,1580945626.203241,1578863392.0,man,/usr/local/man
973,2230024,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,src,/usr/local/src
974,2230015,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,etc,/usr/local/etc
975,2230020,112,d,7,5,5,2,0,4096,1580945626.430241,1578863444.0,sbin,/usr/local/sbin
976,2230022,112,d,7,5,5,3,0,4096,1580945626.430241,1578863392.0,share,/usr/local/share
977,2230017,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,include,/usr/local/include
978,3148884,112,d,7,7,5,3,0,4096,1581368668.8570807,1581368664.0,python3.6,/usr/local/lib/python3.6
979,3148885,112,d,7,7,5,2,0,4096,1581368668.8570807,1581368664.0,dist-packages,/usr/local/lib/python3.6/dist-packages
980,2230021,112,-,7,5,5,1,0,3863,1580945626.203241,1578863444.0,unminimize,/usr/local/sbin/unminimize
981,2230023,112,d,7,5,5,2,0,4096,1580945626.430241,1578863392.0,man,/usr/local/share/man
982,2228834,112,-,7,5,5,1,0,47296,1580945625.719854,1516268629.0,dircolors,/usr/bin/dircolors
983,2228968,112,-,7,5,5,1,0,30800,1580945625.826854,1566517666.0,taskset,/usr/bin/taskset
984,2228992,112,-,7,5,5,1,0,34912,1580945625.843854,1565365047.0,vmstat,/usr/bin/vmstat
985,2228842,112,-,7,5,5,1,0,71936,1580945625.732854,1567717514.0,dpkg-statoverride,/usr/bin/dpkg-statoverride
986,2228836,112,-,7,5,5,1,0,297472,1580945625.724854,1567717514.0,dpkg,/usr/bin/dpkg
987,2228882,112,l,7,7,7,1,0,7,1580945625.758854,1566517666.0,linux32,/usr/bin/linux32
988,2228811,112,-,7,5,5,1,0,63672,1580945625.708854,1516268629.0,chcon,/usr/bin/chcon
989,2228802,112,-,7,5,5,1,0,55512,1580945625.704854,1516268629.0,b2sum,/usr/bin/b2sum
990,2228973,112,-,7,5,5,1,0,14424,1580945625.832854,1565365047.0,tload,/usr/bin/tload
991,2228943,112,-,7,5,5,1,0,1109,1580945625.804854,1520849873.0,sensible-editor,/usr/bin/sensible-editor
992,2228957,112,-,7,5,5,1,0,26704,1580945625.811854,1565365047.0,skill,/usr/bin/skill
993,2228902,112,-,7,5,5,1,0,26704,1580945625.770854,1566517666.0,namei,/usr/bin/namei
994,2228793,112,-,7,5,5,1,0,14424,1580945625.699854,1567505135.0,apt,/usr/bin/apt
995,2228956,112,-,7,5,5,1,0,55480,1580945625.810854,1516268629.0,shuf,/usr/bin/shuf
996,2228907,112,-,7,5,5,1,0,35000,1580945625.773854,1516268629.0,nohup,/usr/bin/nohup
997,2228818,112,-,7,5,5,1,0,47200,1580945625.711854,1501881616.0,cmp,/usr/bin/cmp
998,2228936,112,-,7,5,5,1,0,35000,1580945625.803854,1516268629.0,runcon,/usr/bin/runcon
999,2228889,112,-,7,5,5,1,0,10240,1580945625.764854,1569520918.0,lsattr,/usr/bin/lsattr
1000,2228873,112,-,7,5,5,1,0,26704,1580945625.755854,1566517666.0,ipcrm,/usr/bin/ipcrm
1001,2228825,112,-,7,5,5,1,0,11541,1580945625.714854,1557160230.0,debconf-apt-progress,/usr/bin/debconf-apt-progress
1002,2228887,112,-,7,5,5,1,0,47792,1580945625.763854,1566517666.0,logger,/usr/bin/logger
1003,2228798,112,-,7,5,5,1,0,27391,1580945625.702854,1567505135.0,apt-key,/usr/bin/apt-key
1004,2228857,112,-,7,5,5,1,0,30856,1580945625.740854,1523909660.0,getconf,/usr/bin/getconf
1005,2228856,112,-,7,5,5,1,0,18512,1580945625.740854,1565365047.0,free,/usr/bin/free
1006,2229001,112,-,7,5,5,1,0,30904,1580945625.847854,1516268629.0,whoami,/usr/bin/whoami
1007,2228912,112,l,7,7,7,1,0,23,1580945625.775854,1578863398.0,pager,/usr/bin/pager
1008,2228890,112,-,7,5,5,1,0,71760,1580945625.765854,1566517666.0,lscpu,/usr/bin/lscpu
1009,2228880,112,-,7,5,5,1,0,5420,1580945625.758854,1523909660.0,ldd,/usr/bin/ldd
1010,2228832,112,-,7,5,5,1,0,145752,1580945625.717854,1501881616.0,diff,/usr/bin/diff
1011,2228987,112,-,7,5,5,1,0,18712,1580945625.840854,1566517666.0,unshare,/usr/bin/unshare
1012,2228813,112,-,7,5,5,1,0,30800,1580945625.709854,1566517666.0,chrt,/usr/bin/chrt
1013,2228916,112,-,7,5,5,1,0,35000,1580945625.778854,1516268629.0,pathchk,/usr/bin/pathchk
1014,2228854,112,-,7,5,5,1,0,43192,1580945625.739854,1516268629.0,fmt,/usr/bin/fmt
1015,2228806,112,-,7,5,5,1,0,7115,1580945625.706854,1559860095.0,bashbug,/usr/bin/bashbug
1016,2228993,112,l,7,7,7,1,0,19,1580945625.843854,1578863398.0,w,/usr/bin/w
1017,2228872,112,-,7,5,5,1,0,26768,1580945625.754854,1566517666.0,ipcmk,/usr/bin/ipcmk
1018,2228948,112,-,7,5,5,1,0,43088,1580945625.805854,1566517666.0,setterm,/usr/bin/setterm
1019,2228874,112,-,7,5,5,1,0,51280,1580945625.755854,1566517666.0,ipcs,/usr/bin/ipcs
1020,2228879,112,-,7,5,5,1,0,18504,1580945625.758854,1553281538.0,lastlog,/usr/bin/lastlog
1021,2228955,112,-,7,5,5,1,0,59608,1580945625.809854,1516268629.0,shred,/usr/bin/shred
1022,2228799,112,-,7,5,5,1,0,43168,1580945625.702854,1567505135.0,apt-mark,/usr/bin/apt-mark
1023,2228849,112,-,7,5,5,1,0,75992,1580945625.736854,1516268629.0,factor,/usr/bin/factor
1024,2228989,112,-,7,5,5,1,0,10312,1580945625.841854,1565365047.0,uptime,/usr/bin/uptime
1025,2228883,112,l,7,7,7,1,0,7,1580945625.758854,1566517666.0,linux64,/usr/bin/linux64
1026,2228848,112,-,7,5,5,1,0,47288,1580945625.736854,1516268629.0,expr,/usr/bin/expr
1027,2228853,112,-,7,5,5,1,0,30880,1580945625.739854,1566517666.0,flock,/usr/bin/flock
1028,2228903,112,l,7,7,7,1,0,22,1580945625.770854,1578863393.0,nawk,/usr/bin/nawk
1029,2228850,112,-,7,5,5,1,0,18728,1580945625.737854,1553281538.0,faillog,/usr/bin/faillog
1030,2229002,112,l,7,7,7,1,0,7,1580945625.847854,1566517666.0,x86_64,/usr/bin/x86_64
1031,2228964,112,-,7,5,5,1,0,39104,1580945625.824854,1516268629.0,sum,/usr/bin/sum
1032,2228933,112,-,7,5,5,1,0,38992,1580945625.802854,1566517666.0,resizepart,/usr/bin/resizepart
1033,2228803,112,-,7,5,5,1,0,39096,1580945625.705854,1516268629.0,base32,/usr/bin/base32
1034,2228975,112,-,7,5,5,1,0,108304,1580945625.834854,1565365047.0,top,/usr/bin/top
1035,2228944,112,-,7,5,5,1,0,433,1580945625.804854,1520849873.0,sensible-pager,/usr/bin/sensible-pager
1036,2228985,112,-,7,5,5,1,0,43224,1580945625.839854,1516268629.0,uniq,/usr/bin/uniq
1037,2228928,112,-,7,5,5,1,0,10312,1580945625.800854,1565365047.0,pwdx,/usr/bin/pwdx
1038,2228810,112,-,7,5,5,1,0,14336,1580945625.707854,1569520918.0,chattr,/usr/bin/chattr
1039,2228831,112,-,7,5,5,1,0,22608,1580945625.716854,1566517666.0,delpart,/usr/bin/delpart
1040,2228815,112,-,7,5,5,1,0,35000,1580945625.710854,1516268629.0,cksum,/usr/bin/cksum
1041,2228871,112,-,7,5,5,1,0,26704,1580945625.754854,1566517666.0,ionice,/usr/bin/ionice
1042,2228945,112,-,7,5,5,1,0,47288,1580945625.805854,1516268629.0,seq,/usr/bin/seq
1043,2228851,112,-,7,5,5,1,0,26704,1580945625.737854,1566517666.0,fallocate,/usr/bin/fallocate
1044,2228822,112,-,7,5,5,1,0,20142,1580945625.714854,1508945922.0,deb-systemd-helper,/usr/bin/deb-systemd-helper
1045,2228900,112,-,7,5,5,1,0,10312,1580945625.769854,1566517666.0,mesg,/usr/bin/mesg
1046,2229005,112,-,7,5,5,1,0,18488,1580945625.849854,1523909660.0,zdump,/usr/bin/zdump
1047,2228963,112,-,7,5,5,1,0,47288,1580945625.818854,1516268629.0,stdbuf,/usr/bin/stdbuf
1048,2228982,112,-,7,5,5,1,0,30904,1580945625.837854,1516268629.0,tty,/usr/bin/tty
1049,2228888,112,-,7,5,5,1,0,30904,1580945625.764854,1516268629.0,logname,/usr/bin/logname
1050,2228926,112,-,7,5,5,1,0,35424,1580945625.799854,1566517666.0,prlimit,/usr/bin/prlimit
1051,2228835,112,-,7,5,5,1,0,30904,1580945625.720854,1516268629.0,dirname,/usr/bin/dirname
1052,2229004,112,-,7,5,5,1,0,30904,1580945625.849854,1516268629.0,yes,/usr/bin/yes
1053,2228932,112,l,7,7,7,1,0,4,1580945625.802854,1527062907.0,reset,/usr/bin/reset
1054,2228971,112,-,7,5,5,1,0,84080,1580945625.829854,1527062907.0,tic,/usr/bin/tic
1055,2228920,112,l,7,7,7,1,0,5,1580945625.796854,1565365047.0,pkill,/usr/bin/pkill
1056,2228919,112,-,7,5,5,1,0,39128,1580945625.796854,1516268629.0,pinky,/usr/bin/pinky
1057,2228895,112,-,7,5,5,1,0,38992,1580945625.767854,1566517666.0,lsns,/usr/bin/lsns
1058,2228983,112,-,7,5,5,1,0,15395,1580945625.837854,1523909660.0,tzselect,/usr/bin/tzselect
1059,2228828,112,-,7,5,5,1,0,647,1580945625.715854,1557160230.0,debconf-escape,/usr/bin/debconf-escape
1060,2228966,112,-,7,5,5,1,0,39096,1580945625.825854,1516268629.0,tac,/usr/bin/tac
1061,2228829,112,-,7,5,5,1,0,2935,1580945625.715854,1557160230.0,debconf-set-selections,/usr/bin/debconf-set-selections
1062,2228899,112,l,7,7,7,1,0,6,1580945625.769854,1516268629.0,md5sum.textutils,/usr/bin/md5sum.textutils
1063,2228905,112,-,7,5,5,1,0,35000,1580945625.771854,1516268629.0,nice,/usr/bin/nice
1064,2228843,112,-,7,5,5,1,0,67848,1580945625.733854,1567717514.0,dpkg-trigger,/usr/bin/dpkg-trigger
1065,2228931,112,-,7,5,5,1,0,14408,1580945625.801854,1566517666.0,renice,/usr/bin/renice
1066,2228962,112,-,7,5,5,1,0,80088,1580945625.815854,1516268629.0,stat,/usr/bin/stat
1067,2228914,112,-,7,5,5,1,0,59640,1580945625.778854,1553281538.0,passwd,/usr/bin/passwd
1068,2228913,112,-,7,5,5,1,0,88144,1580945625.776854,1566517666.0,partx,/usr/bin/partx
1069,2228870,112,-,7,5,5,1,0,145664,1580945625.754854,1516268629.0,install,/usr/bin/install
1070,2228939,112,-,7,5,5,1,0,26704,1580945625.804854,1566517666.0,scriptreplay,/usr/bin/scriptreplay
1071,2228958,112,-,7,5,5,1,0,18512,1580945625.811854,1565365047.0,slabtop,/usr/bin/slabtop
1072,2228826,112,-,7,5,5,1,0,608,1580945625.714854,1557160230.0,debconf-communicate,/usr/bin/debconf-communicate
1073,2228866,112,-,7,5,5,1,0,63744,1580945625.750854,1523909660.0,iconv,/usr/bin/iconv
1074,2228859,112,-,7,5,5,1,0,14408,1580945625.741854,1566517666.0,getopt,/usr/bin/getopt
1075,2228830,112,-,7,5,5,1,0,1827,1580945625.715854,1557160230.0,debconf-show,/usr/bin/debconf-show
1076,2228937,112,-,7,5,5,1,0,10469,1580945625.803854,1514657702.0,savelog,/usr/bin/savelog
1077,2228917,112,-,7,5,5,2,0,2097720,1580945625.796854,1542642884.0,perl5.26.1,/usr/bin/perl5.26.1
1078,2228969,112,-,7,5,5,1,0,35032,1580945625.827854,1516268629.0,tee,/usr/bin/tee
1079,2228795,112,-,7,5,5,1,0,22688,1580945625.700854,1567505135.0,apt-cdrom,/usr/bin/apt-cdrom
1080,2228801,112,l,7,7,7,1,0,21,1580945625.703854,1578863393.0,awk,/usr/bin/awk
1081,2228929,112,-,7,5,5,1,0,47320,1580945625.801854,1516268629.0,realpath,/usr/bin/realpath
1082,2228868,112,-,7,5,5,1,0,59464,1580945625.752854,1527062907.0,infocmp,/usr/bin/infocmp
1083,2228858,112,-,7,5,5,1,0,31224,1580945625.741854,1523909660.0,getent,/usr/bin/getent
1084,2228827,112,-,7,5,5,1,0,1719,1580945625.715854,1557160230.0,debconf-copydb,/usr/bin/debconf-copydb
1085,2228817,112,-,7,5,5,1,0,10312,1580945625.711854,1559860095.0,clear_console,/usr/bin/clear_console
1086,2228979,112,-,7,5,5,1,0,39096,1580945625.835854,1516268629.0,truncate,/usr/bin/truncate
1087,2228844,112,-,7,5,5,1,0,100568,1580945625.735854,1516268629.0,du,/usr/bin/du
1088,2228942,112,-,7,5,5,1,0,1209,1580945625.804854,1520849873.0,sensible-browser,/usr/bin/sensible-browser
1089,2228996,112,-,7,5,5,1,0,22952,1580945625.844854,1565365047.0,watch,/usr/bin/watch
1090,2228901,112,-,7,5,5,1,0,63672,1580945625.770854,1516268629.0,mkfifo,/usr/bin/mkfifo
1091,2228940,112,-,7,5,5,1,0,51296,1580945625.804854,1501881616.0,sdiff,/usr/bin/sdiff
1092,2228925,112,-,7,5,5,1,0,51384,1580945625.799854,1516268629.0,printf,/usr/bin/printf
1093,2228837,112,-,7,5,5,1,0,153952,1580945625.725854,1567717514.0,dpkg-deb,/usr/bin/dpkg-deb
1094,2228805,112,-,7,5,5,1,0,35000,1580945625.706854,1516268629.0,basename,/usr/bin/basename
1095,2228893,112,-,7,5,5,1,0,63568,1580945625.766854,1566517666.0,lslogins,/usr/bin/lslogins
1096,2228820,112,-,7,5,5,1,0,51416,1580945625.712854,1516268629.0,csplit,/usr/bin/csplit
1097,2228941,112,-,7,5,5,1,0,2442,1580945625.804854,1520849873.0,select-editor,/usr/bin/select-editor
1098,2228934,112,-,7,5,5,1,0,10312,1580945625.802854,1566517666.0,rev,/usr/bin/rev
1099,2228923,112,-,7,5,5,1,0,71960,1580945625.798854,1516268629.0,pr,/usr/bin/pr
1100,2228897,112,-,7,5,5,1,0,30864,1580945625.769854,1566517666.0,mcookie,/usr/bin/mcookie
1101,2228833,112,-,7,5,5,1,0,63704,1580945625.718854,1501881616.0,diff3,/usr/bin/diff3
1102,2228952,112,-,7,5,5,1,0,55512,1580945625.807854,1516268629.0,sha256sum,/usr/bin/sha256sum
1103,2228921,112,-,7,5,5,1,0,18656,1580945625.797854,1523909660.0,pldd,/usr/bin/pldd
1104,2228990,112,-,7,5,5,1,0,35000,1580945625.841854,1516268629.0,users,/usr/bin/users
1105,2228791,112,-,7,5,5,1,0,51384,1580945625.698854,1516268629.0,[,/usr/bin/[
1106,2228999,112,l,7,7,7,1,0,10,1580945625.845854,1578863397.0,which,/usr/bin/which
1107,2228998,112,-,7,5,5,1,0,27144,1580945625.845854,1566517666.0,whereis,/usr/bin/whereis
1108,2228863,112,-,7,5,5,1,0,43224,1580945625.748854,1516268629.0,head,/usr/bin/head
1109,2228951,112,-,7,5,5,1,0,55512,1580945625.806854,1516268629.0,sha224sum,/usr/bin/sha224sum
1110,2228847,112,-,7,5,5,1,0,22808,1580945625.736854,1553281538.0,expiry,/usr/bin/expiry
1111,2228977,112,-,7,5,5,1,0,18456,1580945625.834854,1527062907.0,tput,/usr/bin/tput
1112,2228812,112,-,7,5,5,1,0,76496,1580945625.708854,1553281538.0,chfn,/usr/bin/chfn
1113,2229000,112,-,7,5,5,1,0,51416,1580945625.845854,1516268629.0,who,/usr/bin/who
1114,2228991,112,-,7,5,5,1,0,22600,1580945625.842854,1566517666.0,utmpdump,/usr/bin/utmpdump
1115,2228980,112,-,7,5,5,1,0,22528,1580945625.836854,1527062907.0,tset,/usr/bin/tset
1116,2228884,112,-,7,5,5,1,0,50592,1580945625.759854,1523909660.0,locale,/usr/bin/locale
1117,2228877,112,-,7,5,5,1,0,43088,1580945625.757854,1566517666.0,last,/usr/bin/last
1118,2228807,112,l,7,7,7,1,0,3,1580945625.706854,1527062907.0,captoinfo,/usr/bin/captoinfo
1119,2228976,112,l,7,7,7,1,0,10,1580945625.834854,1578863397.0,touch,/usr/bin/touch
1120,2228878,112,l,7,7,7,1,0,4,1580945625.757854,1566517666.0,lastb,/usr/bin/lastb
1121,2228797,112,-,7,5,5,1,0,43168,1580945625.701854,1567505135.0,apt-get,/usr/bin/apt-get
1122,2228864,112,-,7,5,5,1,0,30904,1580945625.749854,1516268629.0,hostid,/usr/bin/hostid
1123,2228997,112,-,7,5,5,1,0,43200,1580945625.845854,1516268629.0,wc,/usr/bin/wc
